acc_x[mg],acc_y[mg],acc_z[mg]
574.62,-181.17,822.16
570.35,-176.17,828.38
560.83,-171.65,823.38
555.71,-169.34,823.87
554.86,-170.19,828.62
554.49,-165.80,831.55
556.32,-168.36,823.13
560.47,-171.53,827.16
561.08,-168.36,826.92
562.54,-170.19,824.23
561.69,-164.46,828.75
565.84,-166.90,823.74
567.91,-175.68,815.20
572.30,-180.32,813.74
579.87,-182.51,822.16
581.70,-181.66,833.26
577.79,-177.88,840.34
570.84,-173.24,834.48
564.74,-175.56,817.89
564.37,-174.70,820.69
559.98,-176.05,813.50
564.13,-182.15,829.97
558.15,-169.46,827.77
559.25,-160.19,830.09
559.98,-169.21,819.96
562.18,-170.92,822.89
565.59,-174.09,815.69
563.40,-177.75,807.64
574.50,-184.34,824.11
570.35,-179.22,827.65
564.01,-174.46,825.09
564.25,-175.31,842.04
566.81,-171.53,850.83
554.25,-169.82,830.70
553.64,-166.90,821.67
559.00,-170.07,823.13
565.10,-174.95,823.13
562.30,-173.97,825.82
568.28,-176.05,824.60
566.57,-172.87,819.47
568.28,-172.02,814.72
572.18,-176.29,818.99
570.72,-178.12,819.35
564.86,-178.97,822.40
562.79,-174.22,837.16
555.71,-169.95,831.67
549.00,-166.41,835.82
549.61,-166.41,833.99
551.07,-176.29,833.99
555.95,-173.48,834.24
562.79,-178.49,832.77
567.18,-177.39,837.16
569.62,-175.68,831.80
567.18,-174.95,827.89
563.64,-173.97,826.06
559.49,-172.39,820.33
555.95,-173.12,817.77
556.44,-172.87,823.26
561.08,-169.09,828.75
564.25,-174.34,827.16
560.35,-177.27,820.08
556.81,-171.65,815.69
557.17,-171.29,818.86
560.96,-166.90,825.45
565.96,-172.02,829.97
568.15,-173.24,828.50
571.45,-177.75,830.94
567.91,-174.70,829.60
569.01,-174.70,830.94
568.03,-172.39,836.55
564.98,-168.36,833.75
558.27,-168.73,827.16
554.25,-166.16,826.55
555.10,-167.87,827.40
554.00,-164.46,828.62
556.32,-167.51,829.23
555.47,-167.26,823.74
561.20,-168.97,822.16
566.08,-173.85,826.18
567.79,-170.68,830.82
564.74,-172.14,821.43
559.49,-168.24,818.50
559.98,-166.77,821.67
559.61,-171.90,823.99
558.76,-172.75,826.31
563.88,-173.97,830.33
569.25,-172.14,837.90
568.89,-174.95,835.82
565.47,-175.19,834.24
564.86,-177.39,828.62
558.76,-172.14,819.35
561.69,-174.09,822.28
564.62,-173.61,828.62
562.30,-168.73,830.58
564.37,-167.02,824.84
569.25,-174.34,825.82
562.54,-174.22,824.35
559.86,-172.87,824.48
555.95,-165.43,830.33
557.78,-166.29,828.99
557.54,-168.85,827.40
562.18,-171.41,827.77
563.40,-171.41,826.06
561.93,-170.19,823.62
568.03,-170.56,828.87
570.35,-170.07,830.58
566.93,-168.97,829.60
563.76,-169.34,829.72
559.98,-167.99,829.23
557.42,-165.92,826.55
557.54,-165.43,827.65
561.69,-168.12,830.09
560.22,-160.67,832.41
566.69,-167.99,825.82
563.15,-165.19,825.33
564.49,-166.65,823.38
564.74,-171.53,817.77
562.30,-164.82,819.47
563.76,-167.63,819.72
565.96,-172.14,823.87
566.69,-170.43,829.23
565.59,-170.31,833.14
565.71,-168.73,836.92
559.74,-169.09,838.02
553.64,-167.75,834.48
556.93,-168.73,838.99
554.12,-165.55,833.02
548.63,-164.94,828.50
552.29,-168.73,825.70
555.95,-162.02,834.85
564.01,-162.63,830.70
563.40,-170.68,826.67
561.32,-172.75,822.28
564.86,-169.95,817.52
563.76,-166.90,818.38
566.57,-168.48,819.72
568.64,-173.36,822.52
566.81,-172.26,823.01
563.76,-167.63,822.04
566.08,-167.99,827.77
565.10,-166.41,831.19
567.18,-168.12,834.11
561.57,-165.80,830.21
560.47,-164.09,830.09
558.03,-164.58,828.87
559.74,-165.19,830.70
560.96,-165.92,834.48
556.93,-163.36,827.77
558.15,-161.04,828.50
565.10,-166.65,831.19
561.93,-169.09,829.48
561.69,-165.92,824.60
561.93,-168.97,821.30
561.57,-162.38,823.13
563.64,-166.04,821.43
559.49,-169.46,820.69
562.18,-171.04,823.01
564.86,-170.80,828.75
570.47,-172.63,835.21
562.79,-169.82,832.16
563.40,-173.24,832.28
563.40,-172.14,830.45
561.57,-171.17,827.53
559.86,-170.80,821.67
563.52,-173.97,825.94
565.59,-168.36,831.19
565.10,-166.04,827.16
563.40,-172.51,825.70
560.59,-170.07,823.62
559.98,-167.63,827.28
560.47,-165.43,831.19
559.25,-165.19,831.80
560.71,-169.46,830.58
561.81,-168.12,827.77
563.03,-168.36,828.14
564.13,-168.48,828.75
564.37,-167.63,832.28
562.18,-166.29,830.94
561.57,-166.04,830.45
560.59,-164.21,828.99
559.25,-163.97,831.06
558.64,-165.31,831.92
558.52,-166.65,827.16
558.76,-165.55,825.57
562.05,-166.53,825.33
562.91,-164.21,829.48
566.57,-169.34,827.40
561.93,-168.60,825.57
560.10,-166.90,823.74
560.47,-167.26,825.33
561.81,-162.14,828.75
565.71,-168.48,829.84
560.83,-171.78,828.87
562.05,-171.41,829.11
564.98,-170.43,836.19
568.15,-167.87,840.95
562.30,-169.09,836.19
559.61,-169.95,829.97
556.93,-168.73,827.16
555.71,-165.80,820.94
557.42,-170.43,822.65
559.98,-168.48,826.92
562.05,-161.77,831.43
567.18,-165.07,832.04
564.25,-169.34,828.50
558.52,-167.75,821.30
560.35,-166.90,822.65
562.18,-164.70,830.45
562.91,-167.63,830.70
564.25,-169.95,828.38
564.49,-169.21,829.60
565.96,-167.87,831.55
565.71,-169.46,833.63
563.64,-167.63,833.02
561.32,-166.77,828.87
561.44,-165.43,828.62
560.47,-165.55,828.99
558.64,-165.55,827.77
555.95,-165.43,824.96
556.32,-164.58,825.94
558.03,-164.46,826.43
557.54,-162.75,827.89
560.59,-164.21,823.62
561.08,-167.51,824.23
560.47,-167.38,824.48
562.66,-171.29,825.33
563.27,-167.14,827.53
564.37,-164.82,833.63
564.01,-167.26,836.68
559.49,-168.48,840.46
560.47,-170.80,839.12
561.08,-168.97,838.02
564.49,-170.31,836.31
563.64,-171.41,831.43
561.08,-171.65,822.04
561.08,-171.04,817.16
563.52,-169.46,818.01
563.40,-170.31,821.06
562.79,-163.48,827.53
564.74,-162.50,826.92
561.44,-165.07,825.57
556.08,-166.29,822.40
556.32,-165.68,821.67
557.78,-161.77,826.92
561.20,-164.46,832.28
562.91,-169.95,834.60
562.54,-167.38,834.48
561.69,-166.41,833.87
560.35,-167.02,835.70
558.88,-167.26,834.97
557.66,-164.82,832.65
559.86,-164.70,830.70
559.37,-166.29,830.70
557.17,-165.92,831.31
554.37,-166.90,826.67
553.15,-164.58,824.35
556.20,-165.07,823.99
560.35,-165.43,828.62
565.84,-165.31,832.16
567.06,-170.92,826.55
563.64,-167.14,825.57
564.74,-171.04,819.72
562.79,-167.51,819.35
563.03,-161.16,824.11
562.66,-166.90,827.16
559.61,-168.12,828.26
561.20,-169.58,829.84
565.47,-170.07,833.38
565.59,-171.04,836.31
564.13,-170.43,836.07
564.13,-170.80,833.14
562.91,-167.63,827.77
562.91,-169.95,824.84
563.64,-172.14,822.77
563.15,-168.48,824.60
564.01,-161.16,831.80
562.66,-165.07,827.89
555.83,-165.68,822.28
553.88,-166.90,820.69
555.47,-163.97,825.57
557.30,-164.33,830.70
557.66,-167.02,828.75
559.74,-169.82,826.67
562.18,-168.36,827.04
561.32,-169.46,829.11
565.10,-170.92,830.94
565.23,-171.17,832.04
566.93,-170.68,830.21
567.06,-170.92,830.45
567.18,-170.92,831.43
565.35,-171.78,829.11
559.86,-169.09,825.57
559.74,-168.24,826.55
557.54,-168.60,825.70
560.59,-169.58,827.16
562.18,-166.53,827.16
562.30,-168.85,825.21
561.32,-168.97,825.21
563.76,-171.90,824.60
563.88,-167.99,825.70
563.64,-166.77,826.92
560.96,-170.68,825.70
558.64,-169.21,828.01
561.93,-170.56,830.33
564.86,-171.78,833.38
565.71,-171.78,834.85
564.86,-171.29,835.58
563.40,-170.43,832.41
563.15,-170.43,825.33
562.05,-170.07,824.23
559.98,-169.21,818.86
561.57,-167.99,821.91
565.47,-163.24,825.82
569.62,-168.60,826.79
