acc_x[mg],acc_y[mg],acc_z[mg]
527.77,-321.10,799.34
530.33,-320.01,809.23
532.53,-317.57,817.40
530.82,-313.91,822.16
530.70,-312.81,821.67
531.55,-317.69,816.79
529.97,-318.30,811.06
531.68,-319.76,805.81
534.85,-320.37,803.25
534.73,-319.76,799.59
532.77,-316.96,798.12
532.77,-317.93,797.15
530.09,-316.22,795.32
530.21,-313.54,795.20
531.07,-316.22,795.07
530.70,-313.54,797.76
534.73,-315.98,798.49
534.97,-316.59,799.83
535.21,-320.86,800.32
535.58,-326.35,800.93
536.68,-328.18,806.54
538.14,-330.74,809.96
534.48,-331.60,808.37
532.77,-330.74,809.96
532.77,-333.79,811.18
528.75,-328.55,813.01
528.87,-327.20,810.20
526.43,-328.06,805.32
526.55,-331.23,800.56
530.82,-333.06,796.05
530.82,-335.38,790.07
526.31,-327.94,790.68
529.24,-313.30,803.25
528.99,-314.88,811.18
513.99,-323.54,803.61
508.25,-325.25,798.61
517.52,-326.47,808.98
524.84,-328.55,816.55
523.99,-328.79,815.08
525.94,-333.18,812.76
527.53,-334.52,814.59
528.75,-336.23,810.20
531.19,-338.67,806.79
536.43,-336.96,811.42
537.17,-338.79,808.86
531.80,-339.53,803.98
526.19,-337.21,802.64
524.72,-334.89,803.49
520.94,-332.33,802.39
520.45,-330.50,802.03
523.99,-327.57,803.61
528.02,-333.55,799.71
529.48,-334.40,795.81
532.41,-334.52,792.88
533.51,-328.67,793.49
531.43,-330.62,795.32
525.94,-331.72,799.47
522.65,-330.25,807.40
519.11,-329.16,810.93
517.65,-330.86,808.62
519.96,-334.40,807.40
524.11,-340.62,806.79
523.99,-337.57,808.37
531.07,-338.31,811.91
528.38,-338.18,812.89
522.28,-338.18,808.49
519.60,-333.18,809.84
521.43,-329.52,812.89
521.55,-329.16,810.45
520.33,-330.86,808.86
520.45,-330.13,808.01
521.55,-328.30,808.62
522.65,-329.89,806.79
518.74,-333.06,801.78
518.50,-332.45,800.20
519.96,-330.38,803.98
521.43,-325.98,807.40
524.11,-327.94,808.49
527.16,-334.52,805.81
526.19,-340.01,802.88
526.06,-334.28,805.20
528.99,-330.99,812.64
525.82,-333.55,813.01
523.38,-331.60,810.57
525.94,-331.96,810.69
520.94,-333.79,806.66
517.65,-331.96,801.42
521.67,-329.03,805.20
524.23,-327.57,810.57
519.96,-331.11,805.32
514.84,-330.74,804.59
520.09,-329.52,810.08
521.92,-324.76,813.01
517.77,-326.35,809.23
514.35,-330.13,805.69
514.84,-331.60,807.52
515.94,-330.99,813.50
517.04,-329.77,812.64
515.82,-331.72,811.30
516.79,-334.40,809.10
517.16,-331.96,811.54
521.55,-333.43,811.79
521.92,-337.33,809.10
522.89,-337.94,808.25
527.16,-333.67,811.91
531.92,-334.77,816.91
527.16,-333.79,811.54
526.06,-329.03,810.81
525.94,-327.33,813.01
517.04,-328.79,804.96
507.52,-328.30,796.78
507.76,-324.40,797.15
511.55,-324.76,803.25
509.47,-317.81,806.79
513.50,-324.15,808.25
513.13,-323.91,812.40
518.26,-326.35,811.42
522.53,-328.06,816.18
525.82,-329.28,817.89
524.60,-329.89,816.55
522.40,-326.23,817.77
520.57,-325.74,817.16
517.40,-327.81,813.13
517.16,-327.81,810.45
520.33,-325.62,809.59
520.21,-324.76,808.37
522.65,-325.62,806.54
523.62,-329.16,804.83
524.84,-324.76,806.66
526.43,-323.91,808.01
522.77,-321.59,803.61
517.89,-320.49,801.91
514.35,-325.01,798.61
513.74,-327.81,800.32
517.16,-327.20,807.52
519.35,-328.42,810.57
521.79,-330.86,813.13
525.09,-335.99,815.33
527.41,-335.26,818.38
530.94,-335.26,817.64
530.33,-335.99,813.01
526.43,-334.40,808.37
522.40,-330.74,806.05
519.84,-326.47,805.32
517.89,-326.47,802.15
515.69,-326.23,804.22
514.47,-321.71,807.15
514.84,-322.93,808.13
515.08,-325.50,806.66
516.30,-328.67,804.47
519.11,-329.52,803.37
521.18,-330.25,805.93
523.14,-330.86,810.93
524.48,-331.72,813.74
525.58,-333.55,815.08
525.33,-334.77,815.57
525.94,-334.65,813.25
524.48,-335.74,810.08
523.87,-335.62,806.42
524.11,-337.82,805.08
522.77,-336.23,805.81
523.01,-333.79,806.66
522.77,-332.82,806.42
522.28,-329.89,807.76
523.26,-333.30,805.08
520.45,-329.64,807.03
522.65,-330.62,807.03
523.75,-327.81,808.62
521.31,-327.08,810.20
520.33,-328.55,805.08
518.74,-334.28,800.32
521.43,-337.45,801.17
525.45,-336.11,804.10
528.87,-335.99,808.37
527.04,-337.21,808.37
522.40,-334.89,809.10
522.16,-332.21,812.15
520.45,-330.86,811.54
518.01,-331.23,809.35
518.74,-326.35,812.64
521.67,-325.25,812.28
523.26,-328.91,807.40
524.11,-328.18,806.54
523.38,-326.72,803.49
520.70,-328.55,800.44
521.31,-329.40,799.34
521.43,-331.11,800.44
520.70,-330.38,802.64
521.79,-328.30,804.96
523.87,-328.91,809.59
526.43,-331.47,809.23
528.99,-331.96,809.71
530.21,-334.52,810.32
531.80,-337.33,809.47
529.72,-335.74,807.27
526.55,-335.87,807.27
522.77,-334.65,805.69
519.96,-330.38,806.05
519.23,-327.69,808.62
518.74,-327.08,808.74
519.96,-327.94,809.47
515.33,-325.25,810.57
517.77,-326.72,808.74
520.82,-327.57,806.30
522.77,-327.08,802.52
523.50,-331.35,798.73
525.82,-335.38,797.15
529.48,-335.26,801.30
531.07,-335.74,803.86
531.43,-336.84,804.83
529.48,-337.45,806.42
523.87,-335.26,806.18
522.77,-333.18,807.52
523.99,-332.69,807.88
522.77,-333.30,805.57
521.55,-332.33,803.74
523.14,-327.81,806.91
525.09,-330.38,805.08
526.06,-330.99,804.47
528.02,-333.43,805.08
524.48,-332.82,804.22
523.62,-329.16,804.22
522.77,-333.91,803.86
519.96,-333.18,804.35
519.96,-329.52,805.20
521.43,-329.77,808.01
520.70,-330.74,807.27
522.89,-330.01,807.27
528.50,-330.74,808.98
530.58,-333.67,809.59
530.70,-332.33,808.86
530.46,-333.67,807.76
525.33,-334.04,803.98
521.79,-332.57,799.34
522.89,-332.57,800.81
524.11,-333.67,802.39
525.45,-330.50,803.13
529.60,-330.38,805.81
527.41,-333.55,804.59
525.70,-331.60,804.96
526.43,-331.96,803.74
525.58,-326.59,806.30
523.87,-329.40,803.98
522.28,-332.57,801.54
522.89,-332.08,803.13
523.99,-333.43,804.35
521.67,-332.21,804.35
520.70,-330.99,804.96
523.87,-329.77,809.59
528.63,-334.40,812.28
527.28,-333.91,806.30
527.77,-336.48,805.08
525.09,-340.01,804.71
521.67,-331.96,805.08
526.19,-327.81,807.76
527.53,-331.35,805.93
524.11,-334.89,801.78
525.09,-333.55,799.22
526.06,-332.57,802.03
525.70,-335.74,800.56
519.84,-334.52,800.44
520.45,-335.50,803.00
522.77,-335.38,805.32
525.21,-335.50,808.01
524.11,-337.94,806.91
526.55,-337.94,808.37
530.33,-337.70,811.42
528.50,-337.21,809.59
527.53,-337.82,807.64
524.84,-338.31,805.57
521.67,-336.35,804.22
521.79,-334.16,804.71
521.31,-333.79,804.59
520.33,-333.06,804.59
527.28,-331.72,808.13
528.14,-336.48,808.25
524.48,-330.38,812.76
524.60,-330.74,813.37
521.18,-325.98,811.30
516.06,-324.76,807.27
515.94,-327.57,800.20
518.62,-330.62,798.00
523.87,-333.06,798.37
528.38,-333.79,797.39
533.38,-337.45,797.76
534.73,-337.45,799.22
533.26,-336.48,799.59
533.02,-333.30,801.30
531.31,-334.04,801.66
527.41,-336.11,798.37
526.31,-334.89,797.51
530.58,-330.74,804.10
531.07,-333.67,805.69
527.04,-334.52,805.20
525.58,-332.57,805.32
525.09,-331.72,806.42
525.45,-332.45,803.74
524.60,-332.57,802.88
525.70,-333.18,803.86
528.26,-331.11,806.05
526.67,-331.72,807.15
526.19,-330.99,808.25
524.60,-332.94,805.57
525.21,-329.52,806.54
528.50,-328.91,807.40
528.63,-330.86,802.03
528.75,-332.45,798.25
529.11,-333.30,798.00
527.89,-332.94,795.44
527.04,-332.82,796.42
528.99,-332.94,799.47
529.85,-331.47,802.03
530.94,-335.87,800.56
529.48,-334.16,801.54
531.92,-334.16,801.78
529.85,-334.16,799.95
526.31,-332.57,801.54
524.72,-333.55,802.64
524.97,-336.48,805.81
525.21,-338.31,808.98
526.06,-335.87,812.64
530.94,-338.55,813.37
531.07,-343.19,807.64
530.82,-339.40,804.83
531.55,-338.18,803.25
528.50,-337.09,798.49
526.55,-337.94,792.15
527.16,-336.60,792.15
531.68,-332.45,798.12
534.12,-330.50,797.64
534.24,-332.45,795.93
532.65,-333.06,795.93
528.87,-333.06,791.66
529.97,-332.57,791.90
532.16,-336.84,791.41
530.94,-336.11,791.41
534.60,-336.48,796.54
538.51,-337.94,801.17
536.92,-339.53,802.39
535.34,-339.53,804.35
535.70,-339.40,806.05
533.38,-338.18,804.83
530.46,-335.01,803.86
529.48,-335.13,803.98
527.16,-334.77,801.30
523.62,-335.01,796.66
522.89,-333.43,798.12
525.94,-332.82,800.93
528.63,-329.52,803.49
530.46,-334.77,803.25
526.31,-333.30,800.69
528.50,-332.08,800.32
530.94,-335.50,797.88
524.72,-330.62,795.68
529.60,-333.43,797.51
532.04,-340.62,797.27
529.11,-339.40,796.54
530.46,-335.62,799.83
534.48,-335.01,807.76
530.09,-340.14,804.71
527.41,-338.92,801.05
529.60,-337.21,803.74
530.70,-336.48,802.76
529.36,-338.79,799.59
526.06,-341.23,795.44
526.31,-334.77,799.22
527.41,-334.28,801.30
527.77,-339.53,792.88
528.38,-343.06,788.73
526.31,-337.82,793.24
528.02,-337.70,794.71
528.87,-337.70,798.00
527.04,-337.57,801.91
526.67,-339.28,805.08
526.67,-336.23,813.37
530.46,-340.14,814.59
531.43,-345.26,807.15
532.16,-345.75,802.39
532.65,-345.87,800.93
533.26,-343.80,800.93
531.80,-341.11,800.81
528.02,-341.97,796.17
526.06,-341.11,794.46
527.16,-340.50,793.85
526.19,-340.26,794.83
525.09,-338.06,795.07
529.11,-337.33,798.73
533.75,-340.75,801.66
534.73,-340.87,803.13
533.63,-342.58,799.59
532.16,-341.23,797.88
530.21,-337.94,802.64
528.50,-337.94,802.03
