acc_x[mg],acc_y[mg],acc_z[mg]
608.41,-123.59,805.08
612.32,-125.29,807.27
613.78,-126.39,807.64
613.29,-127.37,805.57
611.83,-127.00,804.59
611.22,-125.05,805.69
607.32,-123.22,805.44
605.73,-123.10,802.39
603.05,-121.27,804.47
606.58,-124.07,803.37
607.44,-123.95,801.30
609.39,-123.71,800.93
610.49,-122.37,802.03
612.44,-125.54,802.52
608.29,-125.78,799.47
608.17,-125.05,797.39
606.58,-123.46,800.93
606.10,-120.29,802.03
607.80,-121.27,799.59
605.24,-123.10,799.59
608.17,-122.73,805.81
608.54,-124.68,805.20
610.85,-126.64,805.69
613.54,-126.39,805.93
609.88,-125.17,802.27
607.19,-124.56,798.73
607.93,-123.10,798.86
607.93,-123.59,800.56
609.63,-126.27,797.51
608.05,-124.07,797.76
612.07,-120.66,800.32
613.17,-122.85,796.05
606.95,-124.07,791.90
605.49,-122.24,794.95
605.36,-124.20,795.44
605.49,-123.22,799.22
607.80,-124.32,800.08
608.90,-126.15,804.83
612.32,-127.49,807.15
612.32,-127.86,807.27
612.44,-126.76,806.79
612.81,-127.12,808.25
611.59,-126.39,806.91
607.93,-125.05,806.42
607.07,-120.78,809.10
604.14,-120.90,805.57
600.73,-119.44,802.27
597.92,-121.27,792.63
598.90,-119.80,794.46
602.31,-118.83,803.49
603.78,-118.58,801.42
608.05,-122.24,798.49
601.09,-123.59,793.61
607.80,-123.46,809.47
608.41,-125.29,805.57
600.12,-118.71,795.07
608.29,-123.34,805.32
612.93,-127.12,814.23
608.05,-130.17,807.64
609.76,-131.76,807.03
612.93,-132.86,811.54
613.42,-131.27,813.74
607.68,-129.20,810.32
601.83,-123.22,807.88
603.29,-122.37,805.44
598.78,-120.17,799.71
598.04,-119.80,795.20
600.97,-120.29,798.61
605.24,-116.63,803.00
608.54,-116.27,801.17
604.75,-116.88,801.30
601.58,-116.51,798.37
600.36,-115.66,799.83
599.51,-113.95,800.32
601.83,-115.90,802.64
605.61,-117.61,804.10
609.15,-118.34,806.91
610.12,-118.58,805.81
609.27,-119.44,804.59
609.63,-119.32,804.71
610.24,-120.29,805.20
608.90,-120.05,802.88
608.66,-120.17,801.91
605.36,-118.22,801.42
603.53,-117.61,800.44
600.61,-117.73,796.90
601.95,-118.71,799.83
602.92,-117.85,801.54
604.27,-121.27,796.78
605.97,-119.80,799.71
608.17,-124.32,801.42
607.80,-124.32,805.93
610.49,-125.17,803.13
605.49,-122.37,802.03
606.22,-120.41,808.49
603.90,-120.78,807.15
602.92,-125.29,805.69
603.29,-124.20,805.69
607.44,-125.54,809.35
611.34,-126.15,812.03
607.44,-124.68,809.84
606.83,-122.49,809.47
605.73,-125.54,805.81
605.00,-122.61,801.17
605.24,-120.05,799.71
605.61,-119.68,797.88
608.17,-118.71,800.56
609.02,-116.39,799.95
604.39,-118.46,795.32
603.53,-122.00,795.81
602.07,-118.71,797.39
599.39,-114.44,800.93
603.05,-120.29,803.13
602.68,-119.56,804.83
605.85,-123.10,806.05
606.10,-122.61,807.27
606.95,-121.76,805.69
610.98,-124.07,810.93
612.93,-126.51,811.30
610.37,-126.64,807.88
608.41,-125.05,806.18
611.10,-125.54,810.57
611.22,-125.05,812.03
601.34,-122.49,800.32
600.85,-121.88,803.00
604.88,-124.81,808.37
599.26,-119.44,802.27
600.36,-119.56,799.47
604.39,-115.90,804.10
606.34,-122.49,798.00
605.12,-119.68,798.25
607.80,-119.44,798.00
607.19,-119.80,798.86
606.10,-115.66,803.25
604.14,-118.34,800.08
597.31,-119.32,799.34
602.92,-117.00,805.08
603.66,-120.29,806.54
602.80,-120.90,805.08
606.71,-122.73,808.98
608.41,-123.83,813.98
606.58,-123.59,808.37
603.17,-124.44,802.88
604.51,-124.32,803.61
606.95,-124.32,807.76
607.56,-123.95,808.62
608.17,-120.05,806.05
606.58,-123.59,802.76
602.92,-123.83,797.39
604.14,-122.24,798.12
603.66,-121.63,803.13
603.41,-121.76,804.59
603.66,-123.34,806.05
603.53,-122.85,802.27
607.32,-123.10,808.13
608.54,-122.61,807.64
608.66,-123.59,805.57
610.24,-122.00,806.05
609.51,-123.34,803.61
610.24,-122.00,807.27
604.63,-119.19,802.76
603.78,-118.58,806.18
601.09,-117.61,804.35
597.19,-115.29,800.08
600.97,-118.83,800.93
601.46,-119.07,799.59
604.75,-118.46,801.91
606.10,-116.75,803.61
609.15,-123.22,803.86
603.53,-121.76,802.52
603.90,-122.85,799.22
601.34,-118.46,799.83
604.27,-115.90,806.79
606.46,-119.44,805.81
603.41,-122.73,802.27
602.07,-122.12,804.59
606.83,-122.98,810.57
609.27,-124.20,811.18
607.56,-123.46,811.91
604.02,-125.17,810.93
599.87,-120.78,802.27
603.90,-118.95,804.10
603.29,-120.41,801.42
600.24,-123.46,794.95
600.36,-122.00,793.85
606.46,-119.44,798.00
607.68,-122.37,796.54
603.78,-123.10,796.54
604.51,-122.37,804.35
605.00,-120.78,811.91
602.80,-120.54,813.25
602.92,-124.93,809.35
606.71,-126.64,814.72
610.12,-126.27,815.57
606.10,-124.93,810.93
607.44,-125.54,805.93
606.71,-123.34,805.69
609.39,-124.44,807.15
605.85,-122.49,803.49
607.44,-121.88,804.71
605.36,-120.90,804.10
599.14,-118.34,799.10
597.31,-119.56,795.81
599.14,-120.90,798.98
604.27,-121.15,799.71
603.53,-118.83,798.73
606.22,-122.49,798.61
606.71,-126.76,800.69
607.80,-122.61,803.98
606.71,-124.93,800.08
603.66,-121.27,802.15
604.75,-121.51,805.44
607.32,-123.71,808.01
609.63,-127.12,810.08
608.05,-125.66,811.67
608.66,-127.86,808.49
607.93,-126.15,808.62
608.05,-126.51,806.66
603.29,-124.07,800.20
605.36,-122.85,799.34
605.24,-125.17,796.17
607.32,-126.51,803.49
606.71,-125.17,806.54
606.22,-122.24,806.54
610.61,-121.51,807.52
607.68,-123.71,804.47
599.14,-118.46,801.42
599.63,-116.88,805.20
601.34,-118.22,806.18
600.73,-122.37,801.05
602.44,-122.85,799.71
605.00,-122.12,804.35
608.29,-122.49,806.91
606.58,-123.22,803.74
605.61,-123.34,803.61
606.58,-123.59,804.10
608.17,-123.95,803.25
607.19,-122.12,803.74
605.24,-123.83,805.81
601.22,-122.61,803.13
599.75,-122.00,798.61
602.44,-122.12,802.64
604.63,-122.98,804.35
606.10,-123.59,804.71
611.10,-126.27,804.10
609.51,-127.25,803.74
609.63,-123.95,803.37
606.22,-126.51,796.42
603.78,-121.63,800.93
605.73,-120.29,803.49
607.44,-124.56,801.66
606.46,-127.98,801.91
608.66,-128.83,806.42
609.51,-128.10,806.66
607.93,-125.05,805.81
611.71,-128.59,803.98
606.58,-127.98,801.54
605.85,-123.95,800.93
605.00,-125.42,803.61
603.53,-126.15,802.27
604.51,-125.42,805.44
606.58,-121.39,808.01
609.63,-125.29,804.96
603.66,-125.17,803.25
600.61,-122.98,801.17
599.39,-119.93,802.03
600.61,-120.66,804.10
601.34,-123.10,805.32
602.92,-125.78,802.03
603.78,-125.90,800.44
607.32,-124.93,804.10
610.73,-126.27,806.42
609.39,-127.86,804.47
610.00,-127.37,806.42
607.93,-125.29,806.91
605.00,-122.73,802.15
600.48,-122.24,800.56
602.80,-124.44,802.88
602.31,-124.32,801.17
605.49,-124.44,800.81
605.85,-126.15,802.27
610.00,-124.07,805.44
610.85,-124.81,805.08
606.83,-122.98,805.08
603.41,-124.07,797.39
600.73,-123.83,792.88
604.39,-119.93,801.54
607.07,-122.61,805.20
604.14,-127.12,800.93
606.46,-125.17,804.35
610.37,-126.51,807.64
609.15,-127.12,808.98
608.66,-126.03,811.79
603.90,-127.61,805.44
603.17,-126.27,803.25
606.71,-124.32,798.61
610.37,-124.81,803.49
611.34,-127.12,803.74
608.90,-125.90,803.00
614.03,-126.64,805.57
607.19,-127.49,799.47
600.61,-128.34,791.54
599.51,-125.17,793.61
603.29,-124.20,802.39
602.68,-124.20,803.74
604.51,-124.56,806.54
605.97,-127.73,808.13
607.19,-126.15,808.86
606.95,-127.61,807.27
605.73,-125.78,804.96
607.32,-126.15,805.08
606.22,-127.12,802.52
605.49,-125.17,802.27
603.29,-122.37,798.37
604.51,-122.98,802.03
602.44,-123.34,802.39
600.73,-124.32,801.30
602.56,-123.22,798.00
604.63,-121.39,800.93
609.02,-123.95,805.57
608.54,-125.90,802.27
607.32,-127.61,798.61
609.02,-124.44,801.05
610.73,-127.98,800.32
610.61,-124.32,802.76
613.78,-127.00,799.71
612.93,-130.66,799.34
611.71,-131.52,799.22
611.59,-133.10,802.27
614.88,-134.20,807.15
612.20,-129.69,811.06
607.44,-129.69,809.84
599.51,-124.56,805.81
594.26,-123.46,801.66
594.87,-124.20,804.10
597.31,-123.46,802.88
598.65,-124.93,799.95
602.07,-122.00,800.69
608.05,-124.68,801.54
605.97,-126.27,803.61
601.95,-126.64,801.66
598.90,-123.22,802.39
598.41,-121.15,801.42
603.29,-125.66,800.32
606.83,-128.71,801.42
607.07,-127.98,800.08
610.61,-129.20,803.98
613.17,-130.78,808.25
613.90,-131.88,806.91
613.05,-131.88,807.03
613.42,-131.64,806.66
609.15,-127.73,807.15
608.66,-128.34,805.93
607.19,-127.00,800.81
609.27,-127.98,798.37
606.58,-128.71,799.22
605.61,-126.39,799.47
603.78,-127.00,800.08
604.75,-124.07,801.91
605.24,-123.22,806.91
601.95,-125.17,803.25
599.75,-122.73,800.32
602.44,-125.54,796.66
604.02,-122.98,800.32
608.17,-122.37,805.57
607.07,-126.76,801.66
603.05,-126.27,798.49
605.49,-128.34,802.88
605.24,-126.03,808.98
607.80,-124.81,810.20
609.63,-132.37,808.62
609.51,-135.42,800.44
612.93,-133.96,799.95
613.54,-130.78,802.03
611.22,-131.52,800.44
608.66,-130.66,800.32
606.58,-126.15,801.30
606.83,-122.85,798.37
600.85,-124.56,796.29
599.39,-124.81,797.39
604.14,-122.98,804.35
602.68,-122.37,801.42
604.88,-124.20,804.10
607.93,-124.93,804.96
609.88,-128.59,804.10
613.05,-128.47,806.30
609.88,-127.37,797.03
611.59,-127.98,798.49
608.41,-125.78,798.25
606.71,-124.56,797.76
608.54,-124.93,802.15
607.44,-125.66,801.42
603.41,-125.78,800.32
601.70,-125.78,797.03
602.92,-124.81,801.66
607.93,-127.49,805.57
607.93,-127.61,803.98
609.63,-125.54,804.22
613.78,-132.37,806.30
608.17,-129.56,805.32
605.00,-129.32,802.76
602.56,-126.15,803.00
605.36,-121.88,812.64
602.68,-123.34,810.20
599.02,-124.93,805.20
601.46,-127.49,808.25
605.85,-127.12,808.37
607.56,-126.64,807.15
608.29,-127.86,805.32
605.73,-129.08,802.64
606.10,-127.37,798.98
603.90,-126.03,795.56
603.90,-126.39,795.44
603.53,-126.64,797.27
604.02,-122.85,803.98
607.56,-121.88,804.71
602.19,-124.56,799.95
600.48,-126.39,801.42
600.85,-121.88,803.13
604.51,-124.81,806.05
603.90,-124.93,808.37
606.83,-128.10,806.91
607.80,-128.71,806.91
606.22,-126.76,805.08
607.32,-125.54,806.30
604.63,-124.07,805.08
604.88,-124.32,802.88
604.63,-126.27,803.49
603.78,-122.85,800.93
605.61,-122.98,806.42
605.12,-124.68,804.83
602.92,-125.66,799.71
604.14,-127.00,796.90
603.05,-125.17,800.44
604.75,-124.07,803.13
605.73,-122.61,808.01
608.41,-127.37,803.49
606.83,-128.22,805.81
608.17,-128.47,801.54
604.51,-127.37,795.56
606.71,-124.07,801.05
606.83,-123.83,806.79
604.27,-126.39,803.86
602.80,-126.64,803.74
608.29,-129.56,807.03
609.27,-129.56,807.76
609.15,-128.83,809.59
607.80,-127.25,808.13
605.12,-128.22,804.22
604.51,-125.54,799.47
605.36,-127.73,796.90
605.36,-127.73,801.05
604.51,-123.34,802.76
605.97,-122.37,803.00
602.92,-122.61,799.95
601.95,-124.93,799.10
601.58,-123.83,800.44
601.22,-121.51,802.39
600.61,-123.34,801.42
601.46,-124.68,802.64
605.24,-125.78,801.54
605.85,-127.98,805.32
607.44,-126.03,808.74
608.05,-126.03,809.10
607.93,-126.76,805.57
607.68,-127.61,802.39
609.63,-127.37,804.59
605.73,-125.17,804.47
605.12,-123.71,803.98
602.68,-125.54,801.17
600.85,-124.93,797.27
604.14,-127.00,800.20
605.12,-126.15,801.54
607.19,-127.61,802.15
607.32,-126.39,800.44
609.63,-129.81,803.13
606.95,-126.88,804.71
604.75,-128.83,799.71
604.63,-128.22,800.32
607.32,-122.61,808.74
609.02,-123.22,808.49
603.78,-127.25,803.37
605.00,-126.15,806.54
607.44,-129.69,807.88
608.05,-130.78,806.42
605.97,-127.61,806.91
