acc_x[mg],acc_y[mg],acc_z[mg]
482.75,197.03,835.21
480.92,193.74,843.26
491.29,180.68,830.21
500.57,180.32,832.53
515.69,173.73,851.80
518.74,165.80,862.54
524.60,163.36,866.69
522.16,168.36,877.55
511.91,171.17,879.74
506.18,178.36,867.91
499.83,174.46,859.73
491.90,181.05,853.76
492.39,189.71,854.61
488.37,186.78,855.22
483.12,191.66,859.98
482.02,192.03,856.07
484.46,183.85,846.07
486.29,180.80,839.73
488.12,180.80,840.21
495.56,180.19,845.09
501.30,177.39,850.58
503.13,178.12,855.59
509.23,173.61,860.95
508.62,173.48,863.88
507.89,180.44,862.91
506.91,178.85,860.95
503.49,180.93,860.47
501.42,179.95,855.71
497.52,177.75,851.80
490.68,185.93,849.24
488.85,189.59,849.24
487.15,187.64,848.88
477.87,190.56,845.70
473.24,202.64,841.07
487.88,184.10,845.58
495.08,186.29,861.44
503.74,172.87,862.54
505.69,169.82,863.27
496.17,180.68,859.00
508.74,165.55,851.56
507.40,169.70,857.78
509.35,168.48,868.03
500.93,171.17,873.28
503.98,182.39,874.25
506.42,176.66,868.88
500.69,179.58,861.44
500.69,174.58,851.07
499.10,171.65,847.66
501.54,169.82,845.70
500.57,169.58,841.31
492.88,176.29,842.29
497.39,175.19,847.78
502.27,177.63,854.00
504.23,178.24,861.20
500.32,167.38,857.29
495.44,175.07,858.76
498.49,172.39,861.56
497.76,176.17,869.13
494.83,182.15,871.81
496.42,168.60,860.71
493.73,169.95,853.76
494.83,173.24,847.78
497.52,169.58,848.63
500.20,172.87,854.61
506.79,166.29,858.88
503.74,166.29,859.00
500.32,167.26,856.56
498.13,168.85,854.37
502.15,166.41,857.29
507.03,164.33,861.44
501.66,166.16,862.17
495.93,163.11,855.95
485.32,171.53,852.17
487.51,170.92,854.12
492.27,172.87,872.42
496.78,165.07,874.37
496.78,162.38,867.91
490.68,169.09,866.20
489.95,168.48,857.90
490.07,168.12,860.34
493.37,164.70,868.76
490.32,164.82,870.71
481.53,181.41,877.18
489.34,173.61,875.35
493.49,161.16,855.34
487.88,160.43,847.78
478.61,177.51,860.47
484.34,178.61,869.13
484.34,178.24,867.30
490.56,175.68,866.20
499.10,169.95,864.49
499.35,166.65,860.10
496.17,173.12,859.73
495.69,174.83,859.00
499.83,173.48,858.64
505.08,174.46,861.69
505.93,171.65,869.74
493.37,159.33,859.73
478.85,174.58,847.78
479.46,188.12,862.66
481.53,192.88,872.06
484.95,174.70,858.88
485.93,181.41,858.15
493.00,173.48,859.61
491.78,178.61,856.93
496.05,167.99,857.78
495.81,167.02,861.20
495.08,169.58,858.15
493.49,171.90,863.52
487.76,169.95,864.49
492.15,172.51,867.05
497.39,173.36,877.42
482.27,174.34,868.40
476.78,168.12,857.17
477.14,165.07,852.90
476.29,165.68,857.66
477.75,174.70,868.27
488.73,161.53,876.69
492.76,165.80,886.70
488.12,162.63,887.31
485.19,162.50,880.47
483.97,163.11,875.35
485.32,163.11,869.74
479.58,163.48,860.10
492.51,159.70,859.61
498.49,154.82,867.91
488.12,166.77,867.05
491.78,166.16,865.35
498.13,166.90,869.74
504.47,169.46,854.85
496.66,153.84,861.32
476.41,171.78,861.08
478.73,186.05,852.54
485.19,187.88,858.03
484.46,184.59,857.42
494.71,188.00,859.86
484.71,183.98,869.37
483.73,188.98,874.37
471.77,207.03,882.43
480.44,141.03,827.16
493.49,195.93,834.85
515.45,177.75,890.97
500.69,173.24,876.81
487.51,198.74,867.91
476.65,196.05,873.15
494.10,197.76,853.27
528.02,164.21,822.52
539.61,151.40,828.38
510.57,171.29,865.35
475.92,177.63,871.57
470.31,196.54,864.13
485.80,200.45,858.15
504.47,176.41,857.42
502.88,180.32,867.30
519.23,164.70,865.47
461.89,173.36,852.78
487.88,194.22,834.97
488.37,196.54,866.32
485.68,187.76,862.30
482.51,193.86,847.17
494.95,181.90,867.66
491.29,178.97,861.69
480.07,188.00,844.61
482.88,189.47,852.54
496.91,181.54,853.51
493.86,182.27,855.95
504.35,170.31,854.49
514.23,171.29,857.66
508.74,164.82,849.00
505.32,169.21,850.46
506.18,176.29,860.95
510.45,172.26,862.42
504.59,168.73,860.83
497.39,177.88,852.90
502.52,171.41,851.56
500.32,180.44,854.00
502.88,175.56,856.81
502.64,172.02,859.49
501.66,174.70,854.24
498.37,174.83,847.90
496.30,179.34,846.92
501.05,173.36,850.58
500.57,175.80,860.10
496.30,174.58,859.61
500.44,171.04,856.56
502.03,168.60,861.93
495.93,171.53,863.64
498.49,168.24,863.52
497.52,171.78,864.25
491.66,176.41,854.98
491.54,174.22,847.66
496.78,170.92,854.37
503.98,178.73,866.93
508.25,172.02,868.27
505.93,165.92,860.59
502.88,168.73,853.02
499.47,172.63,855.83
498.13,175.56,858.64
493.25,177.02,857.78
497.39,181.90,862.05
493.73,175.92,867.54
479.34,178.24,856.20
471.16,190.44,856.68
491.66,188.00,850.83
514.96,164.58,851.07
504.96,169.34,865.22
505.57,172.75,858.15
496.54,168.24,848.88
485.19,180.80,856.68
488.98,190.93,866.93
495.32,185.56,876.57
492.76,173.24,871.81
493.12,174.46,863.76
493.12,171.17,860.34
492.64,178.61,863.15
489.34,179.34,862.05
488.00,180.19,863.03
483.97,182.63,862.78
479.58,178.61,853.88
480.19,176.29,851.07
479.70,182.02,856.81
485.07,180.19,861.44
493.00,176.78,866.44
495.44,171.78,865.59
494.95,172.63,861.81
495.08,173.73,860.59
494.95,175.07,862.91
500.20,173.12,861.32
499.83,165.68,860.47
495.56,170.80,861.81
493.73,175.68,860.34
494.71,178.36,865.47
495.32,178.24,868.52
495.20,176.05,867.30
492.51,177.27,865.22
489.59,181.05,863.64
487.02,180.32,859.25
494.83,182.02,855.46
491.17,180.80,861.20
481.78,180.80,859.73
479.09,183.12,856.68
479.09,182.15,856.32
488.24,180.68,858.64
486.66,178.73,862.91
495.81,170.92,859.49
495.81,174.95,864.74
489.59,175.56,866.81
487.39,174.95,861.44
486.29,176.90,859.86
487.88,173.12,855.83
491.54,170.31,855.95
498.13,169.70,864.74
498.61,164.58,866.08
496.66,167.02,865.22
505.32,162.75,866.20
505.93,157.50,871.08
504.84,166.65,880.11
508.86,155.06,879.99
500.44,170.56,873.28
494.95,169.70,866.93
491.05,176.53,857.42
482.75,179.58,848.88
481.78,184.10,845.95
483.49,183.73,845.58
484.71,184.34,846.19
486.54,177.63,853.02
489.59,178.61,856.32
490.44,177.14,858.15
489.59,178.97,862.78
493.98,182.39,865.59
499.83,176.53,863.76
495.81,170.92,863.39
491.66,182.76,861.32
491.90,176.66,861.32
490.93,181.05,859.25
492.15,180.19,857.17
496.30,180.68,860.22
497.39,181.66,857.90
496.78,173.61,856.81
495.44,180.80,858.03
494.22,178.73,851.56
491.78,179.46,849.61
493.86,183.37,851.56
494.47,178.00,855.34
493.25,176.17,857.54
494.34,177.14,860.95
492.51,175.07,859.73
490.44,176.53,860.34
490.68,175.56,865.96
490.07,177.14,865.59
490.68,177.88,864.13
492.39,175.44,862.05
495.81,170.80,858.03
494.83,174.34,857.42
494.95,181.41,858.27
498.74,174.34,854.37
496.54,174.95,854.49
496.05,178.97,854.73
494.71,176.90,858.64
489.34,178.73,857.29
488.49,178.00,855.95
493.25,173.85,859.49
496.42,174.95,862.05
499.71,172.87,865.35
503.86,169.58,867.42
504.71,170.80,868.15
502.03,174.09,868.03
496.91,176.90,866.44
492.03,178.73,862.17
489.22,180.19,859.25
486.41,182.63,858.51
487.27,185.20,857.90
486.17,185.93,856.44
487.63,181.41,854.12
487.39,180.44,855.71
489.34,181.90,855.83
490.81,179.58,856.81
493.12,181.66,856.81
492.39,173.85,855.46
490.68,175.56,858.03
493.61,176.53,862.54
496.05,170.19,865.22
494.47,172.02,866.08
497.27,169.34,867.91
490.56,174.95,869.62
492.88,173.97,864.37
491.05,173.24,864.25
490.20,174.95,859.73
489.46,177.88,858.51
492.64,180.07,860.47
493.00,176.78,859.61
492.51,177.63,858.27
491.78,177.51,859.98
487.88,179.95,857.90
483.85,181.29,857.29
484.95,179.83,858.15
485.32,177.88,858.64
486.29,178.49,859.12
489.22,179.58,864.61
490.56,176.78,867.66
490.81,175.56,866.93
491.29,176.05,867.42
490.20,176.05,868.88
488.85,177.88,868.64
486.90,178.36,866.81
487.15,177.51,863.52
484.58,178.24,862.54
486.05,180.07,861.56
485.19,179.58,862.30
483.85,178.61,859.61
484.22,177.14,859.37
483.97,178.97,860.34
482.14,179.83,859.49
488.00,180.93,860.34
486.66,173.85,861.32
483.36,179.34,864.00
487.39,177.51,870.47
489.46,172.02,871.93
488.98,170.19,875.59
490.07,171.04,876.81
487.02,173.61,872.54
484.34,176.90,869.01
485.56,175.92,864.37
486.41,175.56,861.32
487.39,177.39,860.71
489.46,180.56,860.71
488.24,178.97,859.61
486.90,180.56,859.12
487.39,178.85,857.17
483.12,179.71,855.95
481.66,181.54,856.68
483.00,179.46,859.73
483.73,179.83,862.05
488.61,178.36,863.88
487.88,178.00,866.44
487.15,177.51,867.18
489.10,176.17,866.81
490.32,176.78,866.93
489.22,176.29,866.69
484.71,177.88,864.86
482.88,177.39,862.17
483.61,177.39,861.93
486.05,177.39,864.37
486.78,175.92,867.18
489.22,176.41,867.05
488.49,172.75,866.20
488.24,174.95,868.76
487.76,175.31,869.37
485.68,175.31,864.25
485.56,177.02,862.66
487.27,176.29,862.54
484.34,174.70,864.13
485.44,177.75,866.20
486.54,175.92,866.81
485.44,175.68,864.37
487.02,178.00,863.39
482.88,182.51,864.98
482.63,186.29,862.78
482.63,182.39,858.39
480.31,174.95,853.63
478.61,176.17,853.63
478.24,180.56,855.59
472.51,180.68,851.07
468.97,183.37,847.78
467.50,178.97,850.46
470.19,174.83,852.05
475.68,169.34,859.25
480.44,163.85,869.37
484.58,159.33,874.50
484.58,162.02,882.06
485.07,160.31,884.50
481.41,164.21,884.74
478.85,163.24,880.11
479.46,161.89,874.37
480.07,160.19,871.45
478.36,165.31,872.91
478.61,169.34,876.08
480.80,166.16,875.84
478.00,159.45,868.64
472.14,161.41,866.57
472.87,162.14,870.96
470.19,159.33,876.57
466.41,160.92,881.94
461.77,161.65,885.35
459.82,160.43,885.11
456.89,165.68,886.45
459.09,161.28,887.18
460.55,153.72,890.11
455.67,161.16,892.80
462.75,150.55,894.26
460.55,148.96,894.63
456.77,148.84,890.11
454.94,150.06,888.04
455.79,148.23,887.67
455.30,150.55,886.21
456.28,150.79,882.67
457.01,149.94,882.67
461.16,153.72,880.96
462.62,149.69,879.01
464.21,148.35,880.23
465.92,149.82,881.57
467.26,145.18,882.30
467.99,146.52,882.06
470.55,145.91,882.43
470.07,145.06,882.55
467.87,147.25,884.62
467.02,148.35,886.94
462.26,152.13,889.26
462.50,152.13,885.11
462.62,153.60,885.60
466.16,156.16,886.33
465.43,155.79,886.70
461.77,157.01,882.91
458.84,156.28,877.42
456.40,157.14,873.28
