acc_x[mg],acc_y[mg],acc_z[mg]
510.08,-275.48,839.36
506.79,-275.96,835.70
503.98,-273.40,835.46
503.49,-275.48,836.43
499.59,-274.26,837.16
498.25,-271.08,837.77
499.71,-272.30,839.48
502.76,-270.84,840.95
507.40,-275.84,838.99
516.18,-278.53,838.87
520.21,-281.45,839.60
517.89,-284.75,837.04
513.25,-283.41,835.70
508.13,-280.48,836.80
499.47,-273.77,837.53
496.05,-270.11,836.19
498.37,-271.94,837.90
500.93,-275.60,837.04
498.49,-271.33,834.97
508.25,-274.50,836.68
511.06,-277.55,839.85
508.13,-278.53,834.97
505.57,-282.06,831.92
508.01,-276.33,837.29
504.10,-274.74,838.63
498.00,-274.50,831.92
502.03,-279.99,830.70
510.69,-285.11,834.85
513.99,-283.16,836.07
515.21,-285.72,834.72
512.16,-286.94,835.70
506.30,-282.80,837.53
499.47,-277.06,837.53
499.83,-278.65,838.14
500.57,-278.40,839.48
505.57,-273.77,844.61
510.81,-276.45,847.90
507.40,-281.94,837.53
506.30,-283.16,831.19
510.57,-279.99,835.94
510.81,-277.31,834.36
505.69,-275.72,828.99
500.69,-278.77,827.65
501.79,-276.70,831.55
506.54,-273.52,838.99
507.15,-274.62,844.48
502.88,-276.70,842.04
499.96,-279.01,838.75
503.01,-276.82,840.34
506.30,-275.72,839.12
508.01,-277.31,836.43
510.33,-278.28,836.68
513.25,-282.31,833.14
509.72,-281.33,831.31
508.50,-281.21,831.06
507.76,-278.77,834.36
504.71,-277.55,831.06
506.42,-278.65,829.11
510.08,-282.19,832.04
510.69,-287.07,830.21
510.57,-280.72,835.70
511.67,-278.89,846.44
507.03,-272.91,849.61
502.03,-273.40,843.02
500.08,-278.77,838.99
498.98,-278.77,839.60
497.88,-276.33,837.41
503.86,-275.84,835.09
509.59,-280.72,836.55
509.59,-280.60,832.28
511.79,-279.87,830.21
513.86,-280.23,832.53
