acc_x[mg],acc_y[mg],acc_z[mg]
212.65,608.41,757.01
212.65,609.88,755.55
209.72,610.61,758.72
213.13,608.66,758.47
215.45,604.14,758.35
213.38,605.24,757.38
212.16,609.63,755.18
211.55,611.83,751.76
208.38,611.46,751.52
206.42,614.88,749.69
203.37,617.44,748.59
204.23,617.81,746.76
206.91,610.49,747.37
207.03,613.90,747.37
208.38,611.59,750.67
209.47,612.32,752.25
210.08,606.71,754.45
205.20,610.00,754.08
206.06,608.66,755.55
203.86,613.42,752.74
203.86,614.88,752.37
203.86,616.59,750.06
206.18,616.47,748.23
206.67,613.17,749.93
205.45,611.46,751.03
207.52,609.51,752.13
211.91,606.46,753.23
212.04,610.37,752.25
211.79,609.02,753.35
213.62,607.68,753.11
214.96,604.63,754.45
212.65,606.83,751.03
210.33,608.90,755.06
205.57,613.05,754.45
208.13,608.41,751.52
203.25,610.73,754.20
203.25,613.29,752.50
203.98,609.88,754.57
198.74,614.64,760.06
205.45,611.10,757.13
213.50,603.66,752.13
212.52,606.34,756.40
203.01,618.91,756.28
204.47,620.13,747.13
205.45,613.17,743.83
202.40,617.20,743.10
200.57,620.49,742.98
201.91,619.39,744.81
203.98,614.51,746.88
205.45,611.46,748.84
202.64,616.83,750.91
203.25,612.93,752.50
204.96,612.07,752.25
206.06,610.61,755.67
209.23,607.80,757.50
207.77,606.95,758.96
207.89,606.22,755.91
207.52,610.73,753.96
206.30,611.59,752.74
206.42,612.32,750.54
209.11,612.81,749.69
207.16,612.44,751.76
202.15,611.95,752.50
200.81,614.03,751.15
204.84,612.68,751.76
205.81,611.95,748.96
206.30,612.56,748.35
210.82,609.76,750.18
215.09,607.68,751.15
213.74,607.19,750.42
212.04,608.05,751.89
213.38,610.49,753.84
211.67,606.58,750.79
208.86,608.66,751.40
202.76,612.32,753.96
200.20,615.61,752.50
201.06,609.51,753.35
