acc_x[mg],acc_y[mg],acc_z[mg]
99.31,823.01,528.63
104.07,818.13,533.63
107.85,811.91,535.34
110.41,811.79,533.51
109.92,811.79,537.29
105.90,815.69,538.75
106.75,814.72,543.14
101.38,815.45,541.56
98.21,815.08,538.39
99.67,818.74,541.80
99.31,818.01,538.75
101.38,815.08,531.43
98.94,817.28,526.67
100.28,820.69,530.09
104.68,818.38,533.51
107.48,815.57,533.99
104.80,814.11,534.48
106.75,814.11,537.41
104.92,815.08,539.85
104.07,814.96,537.65
104.07,815.94,534.36
103.58,818.74,530.94
103.46,816.42,529.85
104.55,817.03,528.38
102.36,816.42,523.50
99.55,819.11,521.31
99.06,821.06,522.40
99.19,818.74,525.70
95.16,819.35,529.60
93.33,820.57,536.68
92.35,820.82,544.24
97.84,814.47,550.71
99.80,812.03,552.05
101.02,812.03,548.02
103.46,808.62,546.19
105.41,811.67,544.61
107.12,816.42,545.34
106.87,814.35,538.14
104.68,814.84,532.53
103.21,818.13,533.38
103.33,814.84,535.34
106.14,811.30,534.85
103.09,813.98,532.04
103.82,816.67,533.99
104.31,819.23,534.48
106.63,813.01,528.99
104.19,814.72,523.26
101.99,817.40,525.70
98.45,822.16,530.82
99.92,818.38,527.77
100.04,816.91,526.43
95.89,822.77,526.55
100.77,818.25,533.63
97.97,816.42,540.83
97.11,817.52,541.31
99.92,816.91,544.36
96.75,817.77,541.56
101.75,817.28,547.29
107.73,815.33,549.98
107.73,810.57,542.78
109.92,807.27,538.39
108.95,813.86,536.19
107.36,814.59,535.58
104.92,818.25,531.07
103.58,818.01,528.14
101.50,820.94,524.36
100.28,820.82,524.48
99.06,822.77,526.55
103.09,820.94,529.36
104.68,819.11,529.11
105.41,816.30,526.92
112.00,814.59,527.77
112.24,813.25,530.21
111.02,816.30,530.21
107.24,815.45,530.33
105.41,816.91,527.28
103.09,823.74,530.58
99.92,824.11,530.21
97.36,823.87,529.24
94.43,822.04,531.07
96.50,821.06,534.24
101.26,814.84,537.53
101.75,817.40,535.70
102.85,817.03,538.51
103.94,818.62,536.43
107.36,815.20,534.73
106.63,816.91,532.41
103.82,815.20,529.97
106.75,821.18,532.53
110.17,814.23,531.43
104.68,818.13,526.92
99.92,821.43,524.23
102.24,821.55,527.16
102.97,820.45,528.50
105.04,819.60,531.55
107.36,817.52,532.29
110.04,815.57,533.51
113.46,812.15,539.36
110.65,812.40,539.61
109.19,813.37,538.26
107.24,814.72,537.53
105.53,817.52,537.78
105.04,817.28,539.36
102.85,817.28,532.77
104.92,815.33,535.70
101.50,819.23,535.09
101.50,821.06,536.07
104.80,816.30,536.56
104.19,817.16,532.04
110.78,814.23,535.58
110.17,813.86,535.09
112.00,812.52,534.36
107.97,813.62,530.21
105.41,817.64,526.92
106.26,818.50,528.87
103.09,824.84,526.67
105.41,824.35,527.89
102.11,819.47,525.45
99.80,820.94,527.28
99.80,818.62,535.34
103.58,815.69,534.85
107.48,815.69,535.70
108.34,814.59,532.53
110.04,813.86,529.60
109.68,813.37,527.53
105.29,816.18,527.04
99.19,818.13,528.87
97.48,824.11,530.58
100.53,823.13,526.80
101.02,823.26,521.92
100.77,823.99,519.11
102.60,822.77,522.65
104.68,818.38,526.55
105.53,817.64,529.11
102.97,816.30,531.55
99.31,817.52,533.63
97.97,818.62,539.24
97.23,819.11,540.58
96.50,815.45,540.70
94.67,815.20,538.63
94.67,820.94,540.22
94.43,819.11,538.02
95.04,821.43,532.16
95.53,821.06,527.89
97.23,821.30,524.48
95.53,820.33,524.84
95.65,819.35,521.67
99.06,819.11,529.24
97.48,819.60,531.68
97.60,817.77,535.21
100.16,814.59,538.02
96.62,816.30,534.97
97.36,817.77,538.51
92.96,815.33,537.29
95.65,818.13,536.68
100.77,818.50,539.24
101.02,818.01,533.99
101.50,816.06,533.87
95.65,817.89,531.43
97.48,815.94,536.68
98.58,812.89,538.51
97.72,814.35,536.31
97.60,814.59,538.14
95.77,820.33,537.78
98.58,815.69,538.51
96.75,815.94,534.60
92.72,815.45,534.24
92.60,821.67,537.41
96.50,821.67,537.17
98.21,811.06,532.29
92.23,819.47,528.63
91.87,823.26,534.97
93.33,821.06,534.73
96.38,819.47,527.65
98.58,817.89,526.55
98.58,820.82,527.89
103.82,817.03,533.26
104.55,814.11,533.51
101.75,815.57,532.53
97.72,816.67,533.14
96.50,817.77,534.97
95.16,818.25,534.12
89.79,821.55,529.85
89.55,824.60,530.58
90.16,822.16,531.55
90.04,820.33,531.19
89.06,821.91,532.90
90.16,823.13,531.31
95.40,818.62,530.70
97.72,816.67,530.70
97.84,817.77,533.14
98.45,817.64,535.46
101.26,815.94,536.68
100.65,816.91,536.43
101.75,814.84,533.99
94.92,816.42,528.38
100.53,819.11,532.04
99.80,821.79,533.26
95.53,819.60,524.84
95.28,820.08,529.48
93.57,822.04,531.92
96.87,815.69,534.60
97.36,815.94,535.09
95.89,819.23,534.97
98.33,816.79,537.29
99.55,816.55,538.02
102.36,812.52,536.07
101.38,816.06,531.43
98.45,815.57,532.16
100.04,822.04,538.14
98.70,815.20,535.58
95.89,815.81,527.65
94.79,818.50,526.19
93.82,821.91,528.14
94.43,821.06,528.63
91.13,824.60,526.19
90.89,822.16,524.36
91.62,822.28,525.94
92.84,819.72,531.43
95.65,818.62,534.12
98.70,815.08,534.12
96.87,812.89,531.68
92.84,817.89,531.55
86.25,825.45,532.65
84.55,824.72,529.85
84.42,825.70,527.28
93.09,821.67,528.02
97.36,818.99,531.92
104.19,814.47,534.36
107.97,809.23,534.36
101.50,808.74,530.09
79.54,821.06,529.60
71.13,831.67,531.92
78.20,833.75,541.07
89.79,821.91,544.36
101.38,810.93,536.80
106.14,805.69,527.28
101.38,812.28,525.09
96.62,817.77,531.19
90.28,824.35,535.34
81.01,828.87,527.41
73.93,826.67,525.58
76.25,825.82,531.68
82.84,821.30,538.14
90.28,814.72,538.02
90.89,815.33,539.48
94.06,818.25,542.90
98.45,814.47,541.56
98.45,812.40,537.78
98.58,815.57,533.51
95.53,813.01,532.29
96.26,818.99,534.73
96.99,816.30,536.43
88.08,818.38,529.36
80.76,824.60,525.82
78.08,827.53,526.06
81.74,827.40,526.80
82.47,825.33,526.19
85.28,825.33,522.16
91.74,820.33,525.21
92.84,818.01,528.63
94.31,817.77,531.80
91.13,818.86,533.51
87.23,821.79,533.26
88.08,821.67,535.95
90.65,821.18,539.24
85.28,820.45,541.31
80.76,822.65,540.95
85.40,822.77,537.65
88.82,823.74,529.36
94.92,817.28,521.92
92.60,818.38,518.38
90.04,822.77,522.40
89.30,823.50,529.11
91.13,823.99,528.38
94.67,820.33,527.77
95.65,818.62,526.55
95.89,817.52,524.48
95.77,818.86,523.50
95.40,820.57,520.94
91.99,823.13,519.35
91.38,829.72,520.09
94.06,829.36,521.79
90.40,822.77,521.92
86.01,825.09,523.26
90.65,823.74,527.89
94.55,817.64,527.65
97.97,817.77,527.53
98.21,817.64,530.58
93.09,822.65,528.26
94.79,820.82,528.75
90.65,821.55,528.14
88.94,821.91,526.06
89.67,828.62,529.36
87.96,822.16,526.67
85.28,825.70,522.40
84.30,829.36,523.14
83.94,827.89,524.11
85.28,828.99,521.79
88.82,826.92,520.57
90.28,826.55,520.45
96.26,822.65,524.60
106.75,816.79,528.26
109.31,809.59,530.46
100.65,814.96,529.60
100.41,817.64,530.33
94.55,822.40,526.67
90.52,821.91,526.19
83.45,826.92,524.84
83.57,829.97,523.75
85.40,824.84,522.28
86.01,826.06,520.70
88.21,825.57,523.75
91.26,823.87,523.87
95.89,820.33,526.31
100.16,820.33,530.46
99.80,816.79,529.97
96.26,818.01,533.26
93.21,818.99,534.73
92.48,820.21,532.04
90.89,820.94,526.43
87.84,826.31,526.19
86.50,828.26,525.09
83.57,828.26,524.48
82.35,826.79,526.67
85.77,822.40,528.63
89.55,820.21,531.68
92.23,821.43,533.99
99.31,817.77,532.29
100.77,815.94,528.63
97.60,820.33,524.23
97.23,823.13,527.28
94.18,822.04,525.70
97.97,823.50,525.94
97.60,821.30,526.55
97.60,817.89,522.77
100.04,819.23,524.84
94.43,822.65,526.31
85.40,827.04,526.67
84.30,830.09,523.50
90.04,827.77,522.04
88.94,826.18,518.01
90.77,829.48,518.26
98.33,825.57,519.48
104.80,818.25,523.38
110.04,811.79,528.63
114.92,811.30,536.31
112.12,811.67,538.26
107.24,818.13,537.53
104.55,819.60,536.31
103.46,819.23,533.26
102.72,819.11,532.29
106.02,819.11,532.29
106.02,816.18,531.31
105.16,817.52,530.33
105.77,816.18,531.07
105.90,817.77,533.26
